InvoiceNo,InvoiceDate,CustomerID,Country,ProductCategory,Quantity,UnitPrice
9882,12-Jan-2024,1139.0,,sports,5.0,114.35
20604,01/15/2023,660.0,india,books,4.0,13.36
20819,2023-08-29,1175.0,Australia, Books,4.0,13.39
16410,02/09/2023,, USA , Books,,36.52
6227,2024-04-12,429.0,Australia,Books,5.0,21.25
13454,2024-08-30,711.0,Australia,Books,5.0,18.61
11210,01/03/2024,22.0,Canada, Books,1.0,30.03
17134,22-Jul-2023,1020.0,uk, APPAREL,6.0,95.1
14697,11/07/2024,566.0,germany,home & kitchen,3.0,183.65
23323,15/11/2024,1051.0,india,Sports,2.0,17.28
5904,10-Feb-2024,758.0,USA,ELECTRONICS,2.0,580.93
12855,09/01/2024,1062.0,FRANCE,ELECTRONICS,2.0,238.33
19675,2024-07-09,929.0,uk,Beauty,3.0,58.56
17549,07/05/2024,297.0,Canada, Books,6.0,31.89
11674,07-Nov-2023,258.0,Australia,Books,3.0,15.3
21269,12/06/2023,704.0,germany, APPAREL,4.0,26.93
13172,07-Feb-2023,328.0,,Home & Kitchen,2.0,23.28
5367,2023-08-14,382.0,usa,sports,2.0,224.83
16882,2023-01-26,115.0,india,Beauty,3.0,45.97
8080,2024-05-30,461.0,Australia,apparel,6.0,143.05
17344,01/23/2024,27.0,Germany, Electronics,1.0,207.43
8017,09/02/2024,278.0,U.S.A,beauty ,4.0,24.09
11419,2024-06-01,879.0, USA ,Beauty,1.0,38.14
21000,06/03/2024,,Australia, APPAREL,1.0,66.43
16213,24/11/2024,1023.0,germany,electronics,4.0,598.86
9989,10/05/2024,1118.0,United Kingdom,Sports,6.0,268.27
6654,2024-12-23,87.0,australia ,sports,1.0,120.94
17312,2024-02-10,345.0,australia ,sports,1.0,231.6
8423,01-Jan-2024,1178.0,canada, APPAREL,4.0,
18889,2023-02-26,444.0, USA ,Home & Kitchen,3.0,38.41
22211,10-Jan-2024,1.0,UK,Beauty,1.0,38.19
18084,2023-05-12,1078.0,UK,beauty ,3.0,29.25
13199,2024-01-24,241.0,India,home & kitchen,6.0,136.0
6207,13/08/2023,964.0,australia , Electronics,4.0,298.07
18260,11-Nov-2024,165.0, USA ,Home and Kitchen ,1.0,136.52
14327,2023-10-03,790.0,Canada,Electronics,4.0,278.74
20093,15-Dec-2023,223.0,UK,ELECTRONICS,1.0,346.58
6487,2024-05-12,,Germany,Beauty,1.0,
12564,2024-09-02,592.0,Canada, Books,2.0,39.51
17859,2024-12-26,678.0,australia ,Home and Kitchen ,1.0,49.32
21429,08/29/2023,643.0,United Kingdom, APPAREL,3.0,64.41
5086,17/04/2024,550.0,France,Beauty,3.0,59.53
11165,24-Oct-2023,1007.0,uk, Electronics,4.0,255.08
5168,22/11/2024,207.0,france ,books,4.0,28.74
10847,15-Aug-2023,1037.0,UK,apparel,1.0,15.08
24526,2024-03-27,635.0,United States,Apparel,1.0,107.27
22859,17/04/2024,722.0,india,Apparel,2.0,96.82
20641,23/07/2023,324.0,UK,Sports,3.0,62.41
24928,2024-04-09,375.0, USA , Electronics,4.0,323.12
12822,2023-09-01,990.0,Germany,sports,1.0,90.99
5754,2023-01-13,359.0,,Home and Kitchen ,4.0,42.37
6419,23-Feb-2024,165.0, USA ,Home & Kitchen,5.0,157.53
20480,16/08/2024,557.0,United States,Sports,2.0,218.46
7255,17-Nov-2023,497.0,usa,SPORTS ,6.0,74.83
9064,2023-06-18,976.0,canada,books,4.0,24.71
14254,13/02/2023,1179.0,Australia,Books,,26.33
7778,24/09/2023,710.0,canada,SPORTS ,1.0,90.05
20734,2023-09-08,354.0,Australia,beauty ,3.0,52.2
13774,01-Jan-2024,642.0,Australia, Electronics,4.0,334.62
12304,04/09/2023,963.0,uk,beauty ,3.0,35.91
9245,2024-09-06,189.0,INDIA , Books,500.0,29.27
19112,2023-01-09,795.0,france ,books,2.0,30.68
7439,20/07/2023,279.0,France,Apparel,1.0,72.42
12655,12/05/2023,489.0,U.K.,Apparel,6.0,12.93
7070,04/28/2023,347.0,United States,home & kitchen,1.0,116.65
12183,08/22/2024,530.0,canada,electronics,3.0,267.24
18666,01/21/2023,149.0,canada, Books,3.0,8.0
22601,2024-02-28,471.0,Canada,Books,4.0,25.57
18552,2024-02-14,467.0,canada,Home and Kitchen ,3.0,108.34
6079,09/03/2023,905.0,australia ,Home & Kitchen,7.0,111.85
19645,2023-02-12,268.0, Germany,electronics,3.0,409.52
7176,06/29/2023,827.0,,beauty ,3.0,30.09
9126,16/09/2023,620.0,uk,sports,2.0,152.19
5625,29-Nov-2024,1192.0,UK,Electronics,3.0,94.79
10084,23-Dec-2024,598.0,Germany,Home and Kitchen ,1.0,89.66
20662,14/04/2023,674.0,U.K.,Electronics,3.0,367.36
23127,17/12/2023,221.0,australia ,SPORTS ,4.0,86.08
10383,2023-06-04,116.0,France, Electronics,2.0,564.13
9106,07/06/2023,1037.0,uk,Apparel,2.0,90.03
13269,02/28/2023,202.0,Australia,sports,7.0,193.05
8551,2024-08-04,395.0,australia , APPAREL,5.0,14.2
19747,15/08/2023,,FRANCE,beauty ,1.0,20.98
18851,20/03/2024,13.0,France,Beauty,5.0,20.6
5148,20-May-2024,788.0,Australia, Electronics,4.0,411.31
10386,01/21/2023,447.0, USA ,books,2.0,32.27
11291,05/07/2023,941.0,INDIA ,beauty ,2.0,26.92
20982,22/08/2023,812.0,canada,beauty ,4.0,20.93
16149,17/03/2023,498.0,india,beauty ,0.0,41.92
6355,2023-08-05,1066.0,Canada,Books,2.0,16.54
22474,2023-09-02,723.0,Canada,beauty ,2.0,23.48
24720,07/10/2023,383.0,usa,Beauty,3.0,61.33
22043,09/03/2023,1023.0,germany,Electronics,4.0,114.49
18553,25-Jan-2023,823.0,Canada,SPORTS ,1.0,170.39
18242,27/06/2023,86.0,USA,SPORTS ,4.0,110.3
16091,16-Sep-2023,447.0,USA, Books,3.0,29.93
21686,01/15/2024,377.0,U.K.,Home and Kitchen ,999.0,56.4
20651,11/26/2024,,FRANCE,Home & Kitchen,3.0,135.46
23096,2023-01-12,1086.0,United States,Home & Kitchen,3.0,
11127,2023-01-14,901.0,canada, APPAREL,2.0,35.72
19356,2023-01-20,256.0,germany, Books,5.0,13.93
8605,01/04/2024,141.0,canada,apparel,3.0,55.31
11120,12/12/2023,920.0,australia ,electronics,1.0,493.97
11480,11/29/2023,852.0,USA,home & kitchen,3.0,16.2
22648,17-Feb-2023,248.0,usa,Books,3.0,7.54
5992,03/01/2024,1042.0, Germany,SPORTS ,1.0,36.4
7448,2024-07-02,900.0,France,Home & Kitchen,2.0,138.65
6888,29-Feb-2024,994.0,australia ,Apparel,5.0,48.85
17265,19-Feb-2024,62.0,australia ,sports,7.0,164.07
14210,10-Jul-2024,1090.0, USA ,beauty ,7.0,94.91
13871,18/09/2024,810.0,australia ,electronics,4.0,133.68
21114,02/12/2023,895.0,INDIA ,Apparel,6.0,19.62
17385,04/16/2023,532.0,india,beauty ,1.0,47.6
11400,17-Jan-2024,59.0,Canada,Home and Kitchen ,1.0,163.96
5906,2023-06-16,832.0,INDIA ,books,3.0,7.01
19833,11/11/2024,9.0,France,Sports,5.0,72.74
23241,09/04/2024,743.0,France,apparel,3.0,80.69
15888,2024-06-01,680.0,australia ,Sports,4.0,35.98
10457,12/20/2023,1065.0,france , Books,1.0,15.36
15290,05/31/2023,137.0,U.S.A,Sports,1.0,41.41
10382,2023-03-18,114.0,U.S.A,Apparel,3.0,26.38
19493,09/16/2024,967.0,USA,sports,1.0,219.59
10636,14-Feb-2023,497.0,U.S.A,books,6.0,42.77
8103,02-Mar-2023,767.0,Canada, Electronics,4.0,145.55
12295,21/08/2023,381.0,India,beauty ,1.0,56.62
5518,01-Oct-2024,678.0,australia ,Home and Kitchen ,4.0,164.14
20825,05/10/2023,443.0,Germany,Home & Kitchen,5.0,106.07
11843,2023-03-27,832.0,India,books,1.0,21.89
16056,09/01/2024,848.0,France,books,,24.58
15317,11/22/2024,195.0,australia ,home & kitchen,1.0,84.53
17762,31/01/2023,250.0,UK,Home & Kitchen,1.0,113.59
17594,2023-02-19,602.0,France,home & kitchen,1.0,77.69
14602,06/21/2023,388.0,India,Books,4.0,6.97
18974,20-Apr-2023,576.0,INDIA ,Apparel,4.0,21.84
14041,09/06/2023,512.0,United Kingdom,electronics,3.0,453.17
9751,05/23/2024,627.0,UK,Beauty,1.0,27.97
21704,2023-06-18,130.0,U.S.A, APPAREL,1.0,53.13
16508,09/01/2023,778.0,INDIA , Books,3.0,22.57
22174,25-Sep-2023,530.0,Canada,electronics,4.0,195.02
12150,2023-10-07,644.0,FRANCE,Books,4.0,15.4
10101,01/16/2023,,Canada,Books,1.0,22.39
19260,01/20/2023,66.0,FRANCE,Home & Kitchen,5.0,114.34
22383,18/10/2024,517.0,Australia,electronics,1.0,388.68
20284,07-Mar-2023,260.0,United States,Sports,1.0,42.43
19456,04/29/2024,564.0,,electronics,4.0,277.63
19046,12/01/2024,953.0, USA ,ELECTRONICS,4.0,418.48
24589,09-Aug-2023,134.0,India,electronics,4.0,101.17
17830,2024-10-06,1.0,U.K.,beauty ,4.0,43.25
8108,2024-05-22,1111.0, Germany,Books,1.0,-10.0
7007,01/03/2024,374.0,Germany,Beauty,7.0,67.64
21575,04/04/2023,409.0,india,electronics,1.0,322.06
23368,07/16/2023,700.0,,Electronics,2.0,50.73
7734,12/02/2023,1166.0,INDIA ,Home & Kitchen,2.0,101.12
15881,07/01/2024,609.0,United Kingdom,apparel,3.0,62.4
11978,07/27/2023,444.0, USA ,home & kitchen,4.0,69.64
20737,29-Mar-2023,1169.0,USA,sports,4.0,119.43
6694,2024-10-24,420.0,U.K.,Home & Kitchen,5.0,96.06
17913,29-Feb-2024,367.0,Canada,Home & Kitchen,4.0,97.97
20959,07-Apr-2024,751.0,Germany, Books,5.0,15.27
9386,06/26/2023,631.0,U.S.A,apparel,999.0,
22198,07/23/2023,129.0,canada,electronics,3.0,192.39
14060,08/01/2023,940.0,canada,Home & Kitchen,5.0,87.28
23042,07/07/2023,179.0,Australia,Home and Kitchen ,2.0,75.32
8290,06/30/2023,1022.0,United States,sports,,145.85
22726,11/09/2023,545.0,Australia,Apparel,5.0,118.0
7500,10/17/2023,882.0,Germany,Beauty,1.0,14.75
12554,02/02/2023,673.0,India,apparel,7.0,27.97
10771,16/01/2024,1051.0,india,Sports,5.0,182.49
19275,2023-11-22,126.0,Australia,Home and Kitchen ,6.0,208.15
21579,05-May-2024,314.0, USA ,Beauty,2.0,34.74
13452,15-Mar-2024,943.0,India,Home and Kitchen ,2.0,33.0
14937,26/07/2023,884.0,,Home & Kitchen,3.0,128.58
19603,12-Aug-2024,445.0,france ,home & kitchen,3.0,177.76
5053,2024-03-26,334.0,france ,Home & Kitchen,7.0,201.26
10273,24-Oct-2023,934.0,france ,Home and Kitchen ,2.0,79.65
15502,2023-08-08,210.0,FRANCE,SPORTS ,3.0,21.34
22539,2023-11-09,1007.0,United Kingdom,electronics,7.0,173.82
7575,11/17/2023,634.0,Canada, Books,2.0,7.03
12647,2024-06-26,730.0, Germany,Home and Kitchen ,4.0,199.51
19948,05/28/2024,166.0,Australia,Sports,2.0,112.0
9221,07/23/2023,1135.0,australia ,Beauty,3.0,25.3
11435,22-Oct-2023,713.0,uk,Apparel,3.0,79.51
14496,20/06/2023,1125.0,Australia, APPAREL,4.0,95.13
13292,2023-07-31,983.0, Germany,SPORTS ,2.0,55.91
18376,03/05/2023,151.0,Germany,home & kitchen,999.0,103.82
18662,04/11/2023,851.0,UK, APPAREL,2.0,64.15
14646,01/01/2024,502.0,usa, Books,4.0,24.36
15005,01/21/2024,872.0,FRANCE,home & kitchen,4.0,21.67
11951,02/03/2023,1070.0,USA,sports,4.0,22.87
9090,05/07/2023,134.0,INDIA ,ELECTRONICS,2.0,426.59
16611,09/18/2024,767.0,Canada,beauty ,7.0,92.65
11040,26-Jan-2024,295.0,Canada, Books,5.0,30.48
13765,2023-01-15,365.0,Germany,Electronics,4.0,428.84
21081,18-Nov-2024,1176.0,France, Electronics,4.0,358.35
12947,29/10/2023,428.0,USA,Apparel,7.0,48.76
8602,2024-01-02,544.0,FRANCE,Electronics,7.0,472.55
13467,30-Mar-2024,1150.0, Germany,beauty ,1.0,44.12
22534,05/05/2024,1162.0,india,Sports,6.0,115.25
21721,10/08/2023,535.0,canada,electronics,5.0,364.88
13646,2023-10-02,636.0,France,apparel,-5.0,75.09
16977,31-Jan-2024,609.0,U.K.,Apparel,4.0,91.14
7924,2023-01-23,887.0, USA ,Home & Kitchen,2.0,161.2
19047,09/24/2023,1092.0,india,home & kitchen,4.0,106.68
6065,01/08/2023,496.0,,apparel,4.0,
11700,05/09/2024,34.0,Canada, APPAREL,1.0,39.78
18891,23/10/2023,98.0,INDIA ,home & kitchen,2.0,41.22
23907,2023-01-23,716.0,india,Beauty,3.0,24.17
15820,2024-11-15,890.0,usa,Home & Kitchen,1.0,162.26
20719,14-Jul-2023,565.0,USA, Books,1.0,7.7
6772,15/04/2023,1013.0,germany,SPORTS ,5.0,183.81
12563,11/08/2023,698.0,australia ,electronics,3.0,201.73
5333,2024-02-12,690.0,France,beauty ,1.0,41.89
8990,2024-02-03,437.0,, Electronics,1.0,302.84
14521,11-Oct-2024,,Australia,Apparel,7.0,85.59
12640,28/09/2023,964.0,Australia,Electronics,0.0,360.55
8866,01/02/2024,462.0,U.S.A,Home and Kitchen ,2.0,32.46
11830,12-Dec-2023,1182.0, Germany,home & kitchen,1.0,192.3
19236,01/10/2024,1058.0,USA, Electronics,5.0,484.87
12354,30/11/2024,524.0,france ,Books,7.0,8.08
22755,03/01/2024,737.0,USA,books,4.0,7.19
23566,06/22/2023,990.0,Germany,sports,1.0,29.01
12213,2024-02-09,379.0,canada,Beauty,1.0,
10759,2023-03-24,771.0,france ,Sports,6.0,124.39
20920,23/04/2023,225.0,uk,SPORTS ,3.0,81.44
13772,10/16/2023,376.0,India, Books,3.0,32.1
7300,28/11/2023,908.0,United States,Apparel,4.0,40.09
21564,01-Mar-2023,44.0,USA,beauty ,2.0,35.02
9468,08/03/2024,580.0,germany,Apparel,1.0,109.13
13632,27/11/2023,133.0,Canada,beauty ,6.0,10.07
17354,08-Dec-2023,268.0,germany,SPORTS ,1.0,82.66
10170,2024-01-04,256.0,Germany,books,1.0,10.01
9247,06/08/2024,577.0,United Kingdom,Home and Kitchen ,4.0,57.9
10747,04/02/2023,95.0,australia ,sports,3.0,296.1
13732,01/03/2024,1119.0,australia ,Sports,1.0,140.61
9818,11/27/2023,253.0,australia ,sports,3.0,249.23
16223,03/08/2023,907.0,UK,Beauty,3.0,22.75
6684,18-Aug-2023,138.0,France,Books,1.0,12.7
21891,2024-04-20,387.0,FRANCE,home & kitchen,2.0,172.22
12012,07/06/2024,504.0,,Home & Kitchen,4.0,127.66
23151,2023-06-30,298.0,uk,books,1.0,22.03
15088,13-Feb-2023,920.0,australia ,Electronics,2.0,241.65
11537,30/07/2023,905.0,australia ,apparel,4.0,44.3
5579,03-Jan-2024,16.0,Germany,ELECTRONICS,4.0,367.83
16831,05/14/2024,174.0,United Kingdom,apparel,4.0,47.25
5335,2023-07-19,111.0,germany,Beauty,3.0,60.98
11244,12-Jan-2023,173.0,australia ,Beauty,4.0,-10.0
21770,31-Jul-2024,535.0,Canada,electronics,3.0,127.11
16732,2024-02-22,202.0,Australia,sports,1.0,184.04
9586,13-Nov-2023,726.0,Australia,Beauty,5.0,30.28
11984,2023-11-16,773.0, USA ,Beauty,3.0,27.58
20280,25/11/2023,47.0,,apparel,2.0,97.47
12021,29/05/2023,72.0, Germany, Electronics,5.0,262.94
20447,12/21/2024,504.0,U.K.,home & kitchen,3.0,178.31
5677,2024-03-30,823.0,Canada,ELECTRONICS,5.0,113.32
19994,02-Feb-2023,868.0,germany,SPORTS ,5.0,191.14
10103,16-Oct-2023,693.0,france ,home & kitchen,3.0,157.65
11312,2023-05-16,695.0,Australia,books,2.0,39.63
11668,23/01/2024,380.0,uk,books,7.0,46.23
5783,2023-05-09,639.0, Germany,ELECTRONICS,3.0,594.89
20493,2023-04-15,,INDIA ,Sports,3.0,95.0
13853,10/05/2024,508.0,france ,electronics,3.0,718.16
22622,10-Aug-2023,108.0,india,Home and Kitchen ,2.0,146.65
6797,02/24/2023,509.0,germany,Home & Kitchen,2.0,125.52
22619,11-Dec-2024,201.0,australia ,SPORTS ,4.0,210.61
18925,28/02/2023,718.0, Germany,apparel,3.0,22.89
22960,12/07/2024,770.0,USA, APPAREL,4.0,27.69
23444,15/07/2024,592.0,Canada,Books,1.0,36.72
11926,11/14/2023,514.0,INDIA ,Electronics,1.0,
23725,02/28/2023,995.0,germany,books,3.0,22.52
24663,20-Jun-2024,202.0,australia ,ELECTRONICS,6.0,61.47
21540,18-Jan-2023,1038.0,france ,SPORTS ,5.0,117.44
8167,01/24/2024,944.0,India,Home and Kitchen ,1.0,41.84
9062,29-Feb-2024,646.0,Australia,Apparel,2.0,91.09
7298,03/30/2023,1123.0,India,beauty ,7.0,20.93
23633,2023-10-26,665.0,FRANCE,Sports,7.0,111.9
12570,02/18/2023,748.0,India,Electronics,1.0,268.86
11336,18/03/2023,370.0,australia ,books,3.0,6.33
7837,26/12/2024,569.0,United Kingdom,SPORTS ,3.0,65.25
23070,2024-12-23,575.0,INDIA ,home & kitchen,4.0,173.39
21243,15-May-2024,660.0,INDIA ,ELECTRONICS,3.0,195.61
11075,06/18/2024,156.0,Australia,ELECTRONICS,6.0,300.96
6956,08/05/2023,84.0,U.S.A,books,1.0,5.61
10643,2023-01-04,,Australia,beauty ,500.0,33.31
23284,03/09/2023,,INDIA ,Beauty,1.0,41.73
10858,2023-12-10,8.0,United Kingdom, Books,1.0,25.89
15012,10/01/2023,459.0, USA ,apparel,7.0,114.33
22177,28-Sep-2024,140.0,France,books,4.0,18.3
13524,2024-12-05,248.0,U.S.A, Electronics,4.0,532.51
17147,2023-12-03,271.0,Australia,Beauty,4.0,45.82
22563,20-Sep-2024,356.0,United Kingdom,Books,1.0,8.46
5534,13/02/2023,1099.0,United States,beauty ,4.0,
19698,2024-12-26,54.0,germany,ELECTRONICS,3.0,492.23
5470,02-Aug-2024,1017.0,U.K.,sports,6.0,65.36
24318,11/22/2024,869.0,India,Home and Kitchen ,7.0,215.15
24826,30/08/2024,89.0,France,Home & Kitchen,5.0,107.47
20101,2023-12-30,470.0,Canada, Books,1.0,10.94
8762,08/21/2024,532.0,India, Books,4.0,10.84
21085,06/06/2023,537.0,U.K.,ELECTRONICS,5.0,301.75
24511,2024-07-25,708.0,germany,Home and Kitchen ,1.0,170.37
19225,18/04/2024,452.0,INDIA ,Home and Kitchen ,3.0,71.09
19075,2023-11-08,,Germany,Beauty,2.0,27.61
10996,11/26/2024,966.0,canada,beauty ,3.0,40.53
6267,2024-02-01,418.0,FRANCE,apparel,1.0,51.93
11374,04-Mar-2023,1169.0,United States,SPORTS ,2.0,127.7
23793,12/06/2024,1115.0,uk,Apparel,3.0,92.93
24921,29-Mar-2023,1172.0,Australia,home & kitchen,3.0,124.79
11219,2024-01-25,133.0,Canada,SPORTS ,3.0,66.5
11245,2023-03-15,439.0,, Books,2.0,20.92
19238,03/06/2023,49.0,germany, Electronics,3.0,517.5
8781,27/04/2024,138.0,France, Books,7.0,13.92
18116,24/04/2023,309.0,U.K.,Sports,6.0,247.72
13915,12/04/2023,442.0,France,home & kitchen,1.0,98.48
11490,2023-06-27,673.0,India,apparel,3.0,29.18
10834,02/25/2024,957.0,FRANCE, APPAREL,1.0,47.44
10332,01-Dec-2023,907.0,U.K.,beauty ,5.0,9.26
19710,15/09/2023,390.0,FRANCE,Books,4.0,
10344,26-Nov-2023,252.0,Canada, Electronics,2.0,121.54
18942,02/04/2023,1184.0,france ,Books,3.0,32.18
7885,04/25/2024,665.0,FRANCE,Sports,,289.65
13592,2023-09-17,194.0,Germany,home & kitchen,3.0,0.0
6567,06-Mar-2023,1016.0,india,Sports,2.0,103.65
21841,29-Jun-2024,424.0,FRANCE,home & kitchen,2.0,93.22
21692,29/09/2023,992.0,FRANCE,electronics,2.0,400.91
13319,18-Feb-2023,,australia ,Apparel,1.0,73.72
11367,2023-01-09,650.0,USA,books,3.0,8.19
9515,24/02/2024,1069.0,Australia,sports,3.0,116.07
21307,2023-02-27,2.0,U.S.A,home & kitchen,4.0,103.81
15092,2023-02-10,,Germany,electronics,2.0,239.58
22264,18/01/2024,178.0,uk,home & kitchen,6.0,97.79
24530,17-Aug-2024,5.0, Germany,Beauty,6.0,27.97
6545,05/06/2023,779.0,U.K.,sports,500.0,119.03
16929,10-May-2023,992.0,France,electronics,2.0,393.11
20321,12-Mar-2023,1007.0,UK,ELECTRONICS,1.0,357.98
7605,08/20/2024,472.0,United Kingdom,home & kitchen,3.0,
14556,2023-08-25,946.0,INDIA ,Beauty,4.0,67.33
20842,2023-05-29,73.0,india,Home & Kitchen,2.0,20.55
20279,2023-07-13,400.0,U.S.A, Books,6.0,40.34
11827,04-Aug-2024,392.0,india,home & kitchen,7.0,229.62
11268,22-Apr-2023,431.0,United Kingdom,Home & Kitchen,4.0,188.92
6282,04-Dec-2023,513.0,uk,ELECTRONICS,1.0,353.12
7567,2023-09-26,77.0,U.S.A,sports,1.0,196.91
13333,21-Jan-2023,1184.0,france ,Beauty,1.0,29.27
17031,30-May-2023,324.0,UK,apparel,1.0,37.51
7472,06/01/2023,695.0,Australia,Home and Kitchen ,5.0,87.16
24692,27/08/2024,1069.0,Australia,apparel,2.0,59.99
14705,07/06/2023,630.0,India,ELECTRONICS,1.0,649.31
17568,10/05/2023,648.0,Germany,Apparel,2.0,65.59
10220,04/22/2023,479.0,United States, Electronics,4.0,417.29
21493,24-Feb-2023,512.0,United Kingdom,electronics,3.0,429.78
15343,10/31/2024,813.0,France,home & kitchen,7.0,28.61
10663,27-Apr-2024,101.0,FRANCE,home & kitchen,3.0,126.5
16691,2023-01-12,561.0,United Kingdom,books,3.0,32.72
9524,07/27/2023,316.0,France,Books,7.0,29.92
20379,2024-08-24,697.0,, APPAREL,7.0,91.31
24641,07/06/2023,1156.0,canada,Apparel,2.0,111.95
9127,04/07/2023,43.0,india,electronics,6.0,277.71
21598,18/01/2024,504.0,United Kingdom,home & kitchen,4.0,151.3
24961,21/09/2023,121.0,Germany, Books,1.0,31.41
8600,2023-09-15,165.0,USA,Home and Kitchen ,3.0,190.68
21475,2023-06-04,1188.0,germany,Home and Kitchen ,0.0,104.88
19769,03/03/2023,24.0,Canada,SPORTS ,3.0,75.09
12366,2023-06-23,20.0,australia ,Beauty,3.0,37.15
9295,2023-03-15,548.0,france ,beauty ,6.0,15.2
13969,04/02/2023,733.0,Australia, Books,6.0,19.86
21998,25-Jan-2023,963.0,UK,Books,7.0,31.41
21487,24/10/2024,566.0,Germany,home & kitchen,4.0,29.79
9094,09-Jun-2024,733.0,Australia, Books,4.0,41.62
24282,01/29/2024,462.0,USA,Home and Kitchen ,4.0,99.68
20295,09/07/2023,246.0,Australia,SPORTS ,2.0,93.39
18631,09-Aug-2023,721.0,india,Electronics,1.0,
20269,2024-09-08,1168.0, Germany, APPAREL,1.0,99.16
24625,09/04/2023,193.0,Australia,beauty ,4.0,12.08
8403,2024-07-17,167.0,Australia,Apparel,,142.92
21305,02/13/2023,413.0,usa,Apparel,3.0,26.54
8915,2024-09-11,743.0,france ,apparel,999.0,30.29
24211,05-Aug-2024,704.0, Germany, Books,4.0,32.15
18575,11/21/2023,398.0,Canada,home & kitchen,1.0,143.62
13411,07/09/2023,993.0,Germany,apparel,500.0,116.06
20532,03/25/2024,40.0,australia ,sports,7.0,153.09
13440,22-Oct-2023,644.0,France,SPORTS ,4.0,98.17
11956,23/02/2023,1000.0,australia ,SPORTS ,2.0,176.37
8077,30-Sep-2024,187.0,Australia,Books,3.0,15.7
22968,23/01/2023,539.0,Australia,Beauty,2.0,56.35
12724,04/22/2023,138.0,France,Beauty,4.0,54.55
16404,21/04/2023,126.0,Australia,Home and Kitchen ,3.0,195.76
20068,09/09/2024,1081.0,INDIA ,apparel,3.0,68.17
8987,11/12/2023,917.0,usa,sports,3.0,125.29
16973,07-Dec-2023,564.0,france ,electronics,2.0,491.14
18340,01-Jan-2024,623.0,FRANCE, APPAREL,5.0,12.39
19693,08/04/2023,620.0,UK,Sports,1.0,78.6
22453,08/26/2024,986.0,FRANCE,SPORTS ,4.0,186.46
13686,23/07/2023,963.0,UK, Books,6.0,20.89
8825,15/10/2024,116.0,france ,home & kitchen,4.0,166.78
21226,2023-08-02,1127.0,India,SPORTS ,4.0,193.23
13383,2024-02-07,277.0,australia ,SPORTS ,5.0,223.75
20446,2023-12-25,788.0,australia ,Apparel,3.0,114.82
24492,25-Dec-2023,1130.0,France,home & kitchen,4.0,110.77
24365,22-Jan-2023,97.0,india,ELECTRONICS,2.0,40.46
5158,05/26/2024,128.0, USA ,ELECTRONICS,1.0,435.34
21710,05/09/2024,649.0,Australia,beauty ,5.0,75.71
5189,2023-10-04,581.0,UK,SPORTS ,1.0,60.37
8578,29/11/2024,1059.0,UK,Home and Kitchen ,5.0,139.71
7494,02/01/2024,1123.0,INDIA ,beauty ,3.0,
14806,13-Aug-2023,326.0, Germany,sports,1.0,236.39
20612,25-Mar-2024,57.0,Canada,sports,3.0,126.74
17932,10/27/2024,347.0,United States,Apparel,3.0,25.48
10724,2023-04-05,680.0,Australia, APPAREL,3.0,34.51
14578,08/18/2023,691.0,INDIA , Books,2.0,31.8
23069,31/07/2023,283.0,germany,home & kitchen,4.0,128.62
13166,11/03/2023,825.0,canada,beauty ,5.0,
14283,07/12/2023,1102.0,Australia,apparel,4.0,12.26
20885,2023-09-16,627.0,,Sports,1.0,84.68
17199,2023-03-02,447.0, USA ,Books,2.0,29.59
21508,2024-11-02,352.0,uk,Apparel,4.0,91.21
13961,2023-08-03,823.0,Canada,Books,3.0,38.16
8014,06-Mar-2024,317.0,France,SPORTS ,7.0,177.39
24063,09/23/2023,228.0,australia , Books,4.0,27.52
16585,05-Nov-2023,720.0,INDIA ,Books,3.0,19.54
15616,2023-11-14,744.0,FRANCE,beauty ,2.0,25.64
14335,08/19/2024,1001.0, Germany, Books,5.0,7.1
12518,15/12/2023,839.0,UK,beauty ,1.0,20.45
13395,19-Jan-2023,56.0,Australia,SPORTS ,5.0,180.69
18530,23/05/2023,115.0,india, Books,3.0,16.69
20653,12/28/2023,547.0,australia ,ELECTRONICS,4.0,196.34
13909,07/26/2024,895.0,India,Apparel,4.0,114.53
13509,2024-09-22,298.0,UK,Electronics,2.0,180.1
16904,24/09/2023,25.0,United Kingdom, Books,6.0,8.36
13828,10/20/2024,393.0,france , Books,7.0,18.24
18452,09/21/2023,641.0,australia ,Books,4.0,22.08
8640,01/13/2024,439.0,france , Books,2.0,12.05
5429,05/04/2023,543.0,canada, Books,4.0,18.29
19299,08/08/2023,823.0,canada,SPORTS ,3.0,27.37
20770,06/12/2024,162.0,USA,Electronics,4.0,248.61
18728,2023-07-02,459.0,usa, APPAREL,1.0,116.64
19146,07/08/2023,652.0,United Kingdom, Books,5.0,29.37
20384,11-Feb-2023,941.0,INDIA ,Electronics,2.0,138.13
15426,05/16/2023,223.0,uk,Electronics,2.0,241.33
24262,12/13/2023,177.0,Canada, APPAREL,4.0,14.08
22872,01/22/2023,370.0,australia ,Books,1.0,5.26
7360,02-Feb-2024,1109.0,france ,Books,1.0,14.86
5674,29-Sep-2023,882.0, Germany,beauty ,1.0,7.42
15257,2023-09-22,328.0,USA,home & kitchen,3.0,114.7
21099,02-Sep-2024,105.0,U.K.,Books,1.0,16.49
19410,2023-12-08,84.0,USA,Books,4.0,32.89
23782,18/11/2024,700.0,france ,electronics,5.0,144.47
